Index,CWE,Vulnerable,Ground_Ranking,Ground_Score,Id_of_description_1,Score_1,Id_of_description_2,Score_2,Id_of_description_3,Score_3
2135,20,0,,,201,0.7554,298,0.7548,776,0.7522
2136,404,0,,,,,,,,
2137,264,0,,,,,,,,
2138,416,0,,,433,0.7518,605,0.7462,1284,0.7434
2139,362,0,,,1274,0.741,1317,0.7369,1311,0.7361
2140,,0,,,1119,0.7676,1092,0.7628,1118,0.7628
2141,190,0,,,1331,0.7489,837,0.7388,1289,0.7363
2142,200,0,,,,,,,,
2143,,0,,,587,0.7636,708,0.7603,5,0.7559
2144,416,0,,,,,,,,
2145,189,0,,,1119,0.7721,1092,0.7702,653,0.7669
2146,119,0,,,258,0.803,225,0.7601,443,0.7579
2147,416,0,,,494,0.7769,1098,0.7648,52,0.7643
2148,787,0,,,1240,0.7378,,,,
2149,20,0,,,508,0.784,509,0.7773,182,0.7715
2150,119,0,,,468,0.7808,608,0.7808,331,0.7769
2151,399,0,,,,,,,,
2152,119,0,,,,,,,,
2153,399,0,,,576,0.7452,1285,0.7439,1282,0.7425
2154,264,0,,,,,,,,
2155,119,0,,,,,,,,
2156,125,0,,,,,,,,
2157,200,0,,,760,0.7348,1303,0.7313,,
2158,,0,,,,,,,,
2159,,0,,,52,0.7786,494,0.7707,593,0.763
2160,190,0,,,1052,0.7803,622,0.7776,1090,0.7731
2161,,0,,,,,,,,
2162,119,0,,,,,,,,
2163,264,0,,,1076,0.765,147,0.7563,36,0.7559
2164,200,0,,,1331,0.7602,1234,0.7566,527,0.7505
2165,,0,,,,,,,,
2166,20,0,,,35,0.74,190,0.736,1385,0.7335
2167,200,0,,,340,0.8152,75,0.8058,347,0.796
2168,119,0,,,,,,,,
2169,19,0,,,1296,0.7616,382,0.7551,673,0.7492
2170,617,0,,,1043,0.7662,615,0.7612,98,0.7597
2171,119,0,,,122,0.7823,96,0.7773,421,0.7685
2172,399,0,,,,,,,,
2173,310,0,,,761,0.7402,1262,0.7375,692,0.7374
2174,264,0,,,83,0.7776,157,0.7752,121,0.7739
2175,362,0,,,1224,0.7399,1220,0.7336,1268,0.7335
2176,,0,,,,,,,,
2177,400,0,,,,,,,,
2178,,0,,,1330,0.7416,1292,0.7324,,
2179,404,0,,,415,0.7626,457,0.761,1071,0.7574
2180,77,0,,,,,,,,
2181,,0,,,1341,0.7404,1330,0.7391,259,0.7337
2182,,0,,,66,0.7507,1262,0.7506,692,0.7506
2183,125,0,,,122,0.7822,96,0.7658,421,0.7636
2184,399,0,,,,,,,,
2185,362,0,,,1240,0.7413,,,,
2186,264,0,,,545,0.8,40,0.7954,148,0.7864
2187,399,0,,,1311,0.7313,1224,0.7303,,
2188,,0,,,613,0.7839,614,0.7753,104,0.7741
2189,399,0,,,1243,0.7506,1235,0.7446,31,0.744
2190,16,0,,,,,,,,
2191,125,0,,,,,,,,
2192,125,0,,,,,,,,
2193,362,0,,,1320,0.736,502,0.7331,520,0.732
2194,20,0,,,1240,0.7398,,,,
2195,119,0,,,,,,,,
2196,200,0,,,1240,0.7351,,,,
2197,732,0,,,605,0.7373,1312,0.7355,433,0.7336
2198,254,0,,,,,,,,
2199,200,0,,,527,0.7639,316,0.7529,1331,0.7526
2200,264,0,,,596,0.7373,,,,
2201,125,0,,,1224,0.7446,1022,0.7359,1302,0.7351
2202,,0,,,183,0.755,216,0.7489,1296,0.7487
2203,264,0,,,616,0.7343,,,,
2204,200,0,,,,,,,,
2205,362,0,,,662,0.7471,329,0.7429,1264,0.7428
2206,399,0,,,1392,0.756,1046,0.7503,664,0.7493
2207,,0,,,1125,0.7508,1049,0.7503,567,0.7496
2208,,0,,,541,0.7801,607,0.773,528,0.7722
2209,,0,,,546,0.7538,1075,0.7537,64,0.7527
2210,20,0,,,,,,,,
2211,416,0,,,,,,,,
2212,20,0,,,391,0.7648,1062,0.7621,53,0.7619
2213,264,0,,,613,0.8016,281,0.7882,614,0.7835
2214,399,0,,,1336,0.7319,,,,
2215,416,0,,,1240,0.7413,,,,
2216,119,0,,,1327,0.751,145,0.7493,762,0.7482
2217,,0,,,1125,0.7596,777,0.7566,1104,0.7542
2218,,0,,,148,0.7818,564,0.7805,685,0.7695
2219,476,0,,,35,0.7526,1267,0.744,1328,0.7408
2220,399,0,,,608,0.7765,468,0.7675,132,0.767
2221,200,0,,,1240,0.7453,,,,
2222,119,0,,,1064,0.7339,1054,0.7306,,
2223,,0,,,1331,0.7524,1234,0.7501,527,0.7495
2224,,0,,,1193,0.7512,29,0.7491,626,0.7473
2225,20,0,,,1119,0.7749,1092,0.7727,1093,0.7708
2226,,0,,,596,0.7614,1390,0.7609,832,0.7587
2227,254,0,,,592,0.8119,1174,0.7992,456,0.7957
2228,,0,,,,,,,,
2229,362,0,,,155,0.7696,216,0.764,1296,0.7608
2230,416,0,,,1267,0.7394,35,0.7389,1246,0.7375
2231,264,0,,,1090,0.7494,179,0.7428,1091,0.7399
2232,269,0,,,1268,0.745,760,0.7427,1339,0.7426
2233,125,0,,,,,,,,
2234,399,0,,,427,0.7315,,,,
2235,22,0,,,,,,,,
2236,,0,,,,,,,,
2237,189,0,,,1240,0.7374,,,,
2238,310,0,,,82,0.7694,81,0.7692,583,0.7688
2239,,0,,,,,,,,
2240,20,0,,,272,0.7976,270,0.7935,610,0.7921
2241,119,0,,,1240,0.7337,,,,
2242,476,0,,,258,0.8083,225,0.762,443,0.7603
2243,416,0,,,1240,0.7445,,,,
2244,119,0,,,1311,0.7324,1224,0.7316,,
2245,20,0,,,1240,0.7402,,,,
2246,362,0,,,592,0.813,1174,0.8044,456,0.7942
2247,200,0,,,1240,0.7453,,,,
2248,119,0,,,1274,0.7462,1317,0.7427,497,0.7379
2249,476,0,,,1278,0.7443,190,0.7443,1385,0.7421
2250,,0,,,596,0.7657,657,0.7563,48,0.7523
2251,400,0,,,,,,,,
2252,,0,,,533,0.7821,534,0.7821,542,0.7821
2253,284,0,,,,,,,,
2254,20,0,,,1299,0.7307,,,,
2255,400,0,,,1240,0.7342,,,,
2256,,0,,,,,,,,
2257,835,0,,,53,0.7792,1062,0.7741,369,0.7689
2258,264,0,,,,,,,,
2259,416,0,,,,,,,,
2260,189,0,,,1282,0.7655,918,0.7609,24,0.7595
2261,264,0,,,1268,0.7455,760,0.7438,1300,0.7418
2262,,0,,,1067,0.7445,1095,0.7416,546,0.7402
2263,119,0,,,,,,,,
2264,269,0,,,1240,0.7361,,,,
2265,119,0,,,121,0.7747,157,0.7733,689,0.7682
2266,119,0,,,,,,,,
2267,119,0,,,1326,0.7369,1223,0.7307,,
2268,20,0,,,494,0.7902,52,0.7884,1098,0.7844
2269,264,0,,,662,0.7375,,,,
2270,416,0,,,14,0.7786,83,0.778,117,0.7707
2271,399,0,,,1066,0.7467,1120,0.744,1085,0.743
2272,254,0,,,1090,0.7722,1103,0.7673,1127,0.7613
2273,189,0,,,156,0.7842,304,0.7822,43,0.7812
2274,20,0,,,,,,,,
2275,190,0,,,113,0.7322,,,,
2276,399,0,,,1058,0.7581,256,0.7424,615,0.7409
2277,20,0,,,,,,,,
2278,264,0,,,,,,,,
2279,369,0,,,,,,,,
2280,119,0,,,1282,0.7445,1024,0.7442,1301,0.7438
2281,,0,,,1055,0.7509,1121,0.7501,1118,0.7488
2282,189,0,,,,,,,,
2283,59,0,,,317,0.7751,785,0.7721,436,0.7643
2284,416,0,,,588,0.7918,220,0.7869,691,0.786
2285,,0,,,,,,,,
2286,119,0,,,225,0.8167,443,0.8151,516,0.8144
2287,284,0,,,,,,,,
2288,,0,,,613,0.8194,281,0.8112,614,0.8042
2289,119,0,,,1351,0.7411,1299,0.7367,1323,0.7321
2290,264,0,,,391,0.7778,326,0.7536,484,0.7513
2291,399,0,,,35,0.7591,1039,0.7545,1267,0.7519
2292,,0,,,667,0.7365,567,0.7323,,
2293,125,0,,,66,0.7645,86,0.764,1043,0.7633
2294,119,0,,,26,0.7574,1281,0.7539,621,0.7531
2295,119,0,,,,,,,,
2296,189,0,,,,,,,,
2297,189,0,,,,,,,,
2298,20,0,,,,,,,,
2299,264,0,,,39,0.7912,40,0.7912,613,0.7903
2300,254,0,,,,,,,,
2301,,0,,,551,0.7489,489,0.7408,219,0.7353
2302,119,0,,,,,,,,
2303,416,0,,,30,0.74,29,0.7397,1282,0.7381
2304,,0,,,1124,0.774,318,0.7631,1076,0.7602
2305,416,0,,,,,,,,
2306,20,0,,,1117,0.7444,615,0.7444,590,0.7435
2307,119,0,,,,,,,,
2308,200,0,,,553,0.7842,349,0.7812,655,0.7808
2309,,0,,,1262,0.7431,1050,0.7404,66,0.7401
2310,399,0,,,12,0.7919,468,0.7919,608,0.7919
2311,617,0,,,1224,0.7526,1220,0.7433,1268,0.7413
2312,94,0,,,1394,0.7397,1057,0.7369,598,0.7362
2313,787,0,,,,,,,,
2314,362,0,,,1235,0.7602,312,0.7599,626,0.759
2315,119,0,,,1062,0.7782,53,0.7763,410,0.7723
2316,125,0,,,1282,0.7461,27,0.7424,918,0.7415
2317,399,0,,,1085,0.7649,1089,0.7594,765,0.7569
2318,,0,,,1091,0.7612,1126,0.7549,1088,0.7531
2319,20,0,,,,,,,,
2320,399,0,,,1086,0.7394,1056,0.7391,403,0.7385
2321,119,0,,,761,0.7607,762,0.7542,1043,0.7497
2322,125,0,,,,,,,,
2323,20,0,,,,,,,,
2324,269,0,,,,,,,,
2325,190,0,,,1193,0.7342,1331,0.7334,594,0.7322
2326,189,0,,,,,,,,
2327,20,0,,,,,,,,
2328,119,0,,,1240,0.7317,,,,
2329,369,0,,,,,,,,
2330,362,0,,,1282,0.743,1310,0.7395,30,0.7388
2331,287,0,,,155,0.7666,391,0.7666,1296,0.765
2332,20,0,,,494,0.7816,52,0.7757,221,0.7738
2333,787,0,,,1090,0.759,772,0.755,179,0.7519
2334,254,0,,,1078,0.7694,39,0.768,40,0.7632
2335,362,0,,,1240,0.7413,,,,
2336,20,0,,,,,,,,
2337,20,0,,,,,,,,
2338,119,0,,,1240,0.7358,,,,
2339,284,0,,,,,,,,
2340,189,0,,,528,0.7894,541,0.7869,118,0.7824
2341,,0,,,1240,0.7389,,,,
2342,,0,,,,,,,,
2343,264,0,,,,,,,,
2344,362,0,,,1385,0.7416,1278,0.7402,642,0.7371
2345,264,0,,,917,0.7474,667,0.7435,1049,0.7401
2346,119,0,,,121,0.752,689,0.7508,157,0.7478
2347,119,0,,,,,,,,
2348,119,0,,,1070,0.7366,415,0.7306,,
2349,,0,,,561,0.7794,514,0.7757,122,0.7741
2350,416,0,,,584,0.7864,287,0.7855,378,0.7848
2351,134,0,,,,,,,,
2352,,0,,,1231,0.7334,,,,
2353,362,0,,,,,,,,
2354,399,0,,,1054,0.7508,111,0.7488,1064,0.7466
2355,119,0,,,,,,,,
2356,200,0,,,,,,,,
2357,732,0,,,1296,0.7712,382,0.7598,563,0.7512
2358,20,0,,,,,,,,
2359,125,0,,,,,,,,
2360,119,0,,,,,,,,
2361,189,0,,,,,,,,
2362,,0,,,,,,,,
2363,19,0,,,1282,0.7685,27,0.7582,186,0.758
2364,754,0,,,1296,0.7538,57,0.7482,455,0.7476
2365,264,0,,,,,,,,
2366,399,0,,,581,0.731,,,,
2367,264,0,,,,,,,,
2368,611,0,,,,,,,,
2369,119,0,,,,,,,,
2370,119,0,,,,,,,,
2371,119,0,,,,,,,,
2372,200,0,,,415,0.7559,1070,0.7515,457,0.7512
2373,20,0,,,,,,,,
2374,284,0,,,193,0.7869,1111,0.7851,378,0.7851
2375,93,0,,,1300,0.7342,,,,
2376,416,0,,,,,,,,
2377,399,0,,,226,0.7509,1221,0.7477,831,0.7468
2378,399,0,,,1064,0.7382,1312,0.7373,1054,0.7371
2379,119,0,,,233,0.7839,528,0.7838,541,0.7808
2380,20,0,,,,,,,,
2381,399,0,,,,,,,,
2382,416,0,,,1085,0.7556,765,0.7542,1074,0.7487
2383,17,0,,,,,,,,
2384,269,0,,,,,,,,
2385,264,0,,,1071,0.7554,26,0.7521,415,0.7509
2386,,0,,,281,0.8008,613,0.8005,39,0.7929
2387,125,0,,,,,,,,
2388,20,0,,,391,0.7781,425,0.762,487,0.7581
2389,119,0,,,1296,0.7679,57,0.762,404,0.7556
2390,20,0,,,1260,0.7372,250,0.7364,1283,0.7305
2391,787,0,,,653,0.7303,,,,
2392,20,0,,,29,0.7562,30,0.749,1282,0.7489
2393,20,0,,,,,,,,
2394,476,0,,,1240,0.738,,,,
2395,119,0,,,,,,,,
2396,200,0,,,1331,0.741,562,0.7374,1286,0.7371
2397,119,0,,,,,,,,
2398,119,0,,,689,0.7307,,,,
2399,125,0,,,,,,,,
2400,787,0,,,,,,,,
2401,119,0,,,,,,,,
2402,200,0,,,,,,,,
2403,416,0,,,1246,0.734,1267,0.732,35,0.7318
2404,189,0,,,,,,,,
2405,399,0,,,,,,,,
2406,119,0,,,1240,0.7378,,,,
2407,119,0,,,605,0.7525,1284,0.7504,433,0.7497
2408,59,0,,,468,0.8014,608,0.7947,331,0.7878
2409,284,0,,,832,0.7825,596,0.7776,56,0.7769
2410,,0,,,1045,0.7639,1069,0.7638,602,0.7623
2411,190,0,,,,,,,,
2412,399,0,,,590,0.7449,1096,0.7381,615,0.7376
2413,20,0,,,1091,0.7525,103,0.75,1126,0.7494
2414,,0,,,,,,,,
2415,119,0,,,527,0.7639,316,0.7579,925,0.7546
2416,20,0,,,1058,0.7668,1056,0.756,551,0.7519
2417,119,0,,,1315,0.7517,616,0.7511,61,0.7482
2418,119,0,,,,,,,,
2419,119,0,,,,,,,,
2420,264,0,,,93,0.7742,797,0.7737,304,0.7721
2421,362,0,,,,,,,,
2422,20,0,,,,,,,,
2423,20,0,,,696,0.7852,434,0.7843,705,0.7772
2424,362,0,,,527,0.7549,925,0.7489,667,0.7431
2425,362,0,,,1058,0.757,257,0.7472,1122,0.7441
2426,125,0,,,,,,,,
2427,,0,,,612,0.7613,312,0.7594,1235,0.7563
2428,269,0,,,1385,0.7467,35,0.7386,190,0.7334
2429,704,0,,,,,,,,
2430,79,0,,,,,,,,
2431,,0,,,,,,,,
2432,416,0,,,,,,,,
2433,20,0,,,1072,0.7647,1095,0.763,624,0.7625
2434,,0,,,,,,,,
2435,119,0,,,1069,0.7684,91,0.7678,1072,0.7639
2436,200,0,,,31,0.7466,34,0.7465,641,0.7459
2437,404,0,,,829,0.7481,843,0.7471,759,0.7447
2438,190,0,,,,,,,,
2439,,0,,,583,0.7671,64,0.7615,91,0.7588
2440,264,0,,,459,0.7987,85,0.7883,419,0.7843
2441,,0,,,608,0.8053,468,0.7923,525,0.7826
2442,416,0,,,138,0.7575,1104,0.7534,616,0.7519
2443,264,0,,,1246,0.7357,35,0.734,1267,0.7333
2444,200,0,,,1119,0.7679,653,0.7673,1121,0.7651
2445,399,0,,,1315,0.7548,1104,0.7476,567,0.7474
2446,20,0,,,1312,0.7581,396,0.7558,605,0.7529
2447,190,0,,,,,,,,
2448,119,0,,,,,,,,
2449,119,0,,,40,0.7999,39,0.798,1078,0.7938
2450,190,0,,,1120,0.7604,1089,0.7601,1085,0.7566
2451,369,0,,,,,,,,
2452,119,0,,,,,,,,
2453,264,0,,,,,,,,
2454,119,0,,,,,,,,
2455,,0,,,1351,0.7626,1256,0.7572,1299,0.7522
2456,388,0,,,,,,,,
2457,772,0,,,1317,0.7329,,,,
2458,200,0,,,,,,,,
2459,119,0,,,87,0.8044,84,0.798,210,0.7978
2460,,0,,,1326,0.7359,828,0.7342,1389,0.7314
2461,20,0,,,86,0.7474,245,0.7463,615,0.7451
2462,119,0,,,,,,,,
2463,119,0,,,48,0.7925,56,0.7924,657,0.7916
2464,119,0,,,1240,0.7397,,,,
2465,119,0,,,,,,,,
2466,119,0,,,595,0.7481,92,0.7404,1101,0.7396
2467,476,0,,,,,,,,
2468,284,0,,,1091,0.7654,1088,0.7554,1126,0.7517
2469,399,0,,,,,,,,
2470,119,0,,,1240,0.7359,,,,
2471,,0,,,1050,0.7491,749,0.7491,383,0.7469
2472,,0,,,,,,,,
2473,617,0,,,,,,,,
2474,,0,,,1268,0.7477,760,0.7439,1269,0.7425
2475,119,0,,,116,0.7494,1268,0.7487,1339,0.7461
2476,119,0,,,689,0.7312,,,,
2477,20,0,,,,,,,,
2478,,0,,,551,0.7511,1058,0.749,219,0.7441
2479,190,0,,,1224,0.7527,1316,0.736,,
2480,200,0,,,1240,0.739,,,,
2481,476,0,,,243,0.7316,,,,
2482,125,0,,,,,,,,
2483,,0,,,34,0.7514,1248,0.7447,353,0.7442
2484,189,0,,,,,,,,
2485,400,0,,,327,0.7366,,,,
2486,732,0,,,509,0.795,508,0.7881,182,0.7877
2487,200,0,,,,,,,,
2488,119,0,,,,,,,,
2489,264,0,,,,,,,,
2490,77,0,,,312,0.7476,1235,0.7468,626,0.7445
2491,264,0,,,61,0.7446,1315,0.7436,616,0.7415
2492,119,0,,,1299,0.746,1323,0.7367,1351,0.7341
2493,362,0,,,87,0.7907,84,0.7841,698,0.7792
2494,416,0,,,1240,0.7356,,,,
2495,189,0,,,66,0.7396,294,0.7395,524,0.7388
2496,476,0,,,53,0.7758,593,0.773,391,0.7724
2497,20,0,,,1342,0.7521,641,0.7463,1235,0.7458
2498,20,0,,,,,,,,
2499,264,0,,,1058,0.7749,1122,0.7448,551,0.7433
2500,119,0,,,14,0.7824,83,0.7813,109,0.7667
2501,200,0,,,,,,,,
2502,399,0,,,1235,0.7601,626,0.7594,612,0.7589
2503,20,0,,,581,0.7462,1106,0.7408,436,0.7336
2504,772,0,,,,,,,,
2505,125,0,,,622,0.7485,603,0.7467,179,0.7428
2506,,0,,,524,0.7583,761,0.7571,1084,0.7549
2507,310,0,,,,,,,,
2508,,0,,,762,0.7686,761,0.7652,374,0.7633
2509,,0,,,581,0.7697,595,0.7632,1101,0.7593
2510,20,0,,,1050,0.7489,1043,0.7454,761,0.7433
2511,284,0,,,,,,,,
2512,269,0,,,,,,,,
2513,189,0,,,,,,,,
2514,20,0,,,,,,,,
2515,362,0,,,1289,0.7574,1301,0.7567,1331,0.7564
2516,416,0,,,626,0.7655,707,0.7603,312,0.753
2517,399,0,,,1240,0.7339,,,,
2518,254,0,,,1119,0.7705,1092,0.7648,1093,0.76
2519,20,0,,,,,,,,
2520,20,0,,,,,,,,
2521,399,0,,,329,0.7442,759,0.7399,829,0.7381
2522,404,0,,,1282,0.7564,770,0.7544,626,0.7512
2523,264,0,,,,,,,,
2524,119,0,,,,,,,,
2525,20,0,,,47,0.7791,194,0.7755,628,0.7747
2526,20,0,,,468,0.797,608,0.7891,12,0.7841
2527,415,0,,,,,,,,
2528,,0,,,,,,,,
2529,399,0,,,,,,,,
2530,,0,,,1099,0.7559,1393,0.7548,246,0.7544
2531,362,0,,,427,0.7375,,,,
2532,311,0,,,605,0.7541,1284,0.7519,1094,0.7512
2533,,0,,,433,0.7473,1054,0.7468,1074,0.7412
2534,787,0,,,,,,,,
2535,125,0,,,1224,0.7308,,,,
2536,20,0,,,527,0.7556,925,0.7539,316,0.7498
2537,119,0,,,1240,0.7348,,,,
2538,704,0,,,,,,,,
2539,,0,,,179,0.7534,1090,0.7517,772,0.7486
2540,732,0,,,1187,0.7449,674,0.7397,439,0.7377
2541,200,0,,,1240,0.7419,,,,
2542,,0,,,,,,,,
2543,,0,,,1117,0.7687,590,0.7652,1056,0.7643
2544,200,0,,,1289,0.7463,782,0.7455,1391,0.7436
2545,125,0,,,,,,,,
2546,125,0,,,,,,,,
2547,200,0,,,1331,0.7624,807,0.7583,1234,0.7582
2548,119,0,,,338,0.7323,1289,0.7312,,
2549,362,0,,,,,,,,
2550,119,0,,,,,,,,
2551,119,0,,,,,,,,
2552,,0,,,,,,,,
2553,416,0,,,,,,,,
2554,269,0,,,1043,0.7569,86,0.7494,66,0.7491
2555,119,0,,,,,,,,
2556,254,0,,,1223,0.7455,1326,0.7452,1389,0.7426
2557,20,0,,,1289,0.7589,1301,0.7503,601,0.7492
2558,264,0,,,607,0.782,528,0.7805,541,0.7675
2559,119,0,,,,,,,,
2560,399,0,,,1240,0.7312,,,,
2561,264,0,,,433,0.7532,605,0.7527,1284,0.7481
2562,416,0,,,,,,,,
2563,200,0,,,,,,,,
2564,476,0,,,,,,,,
2565,,0,,,50,0.7637,185,0.7616,835,0.7566
2566,200,0,,,1224,0.7498,200,0.7445,116,0.7427
2567,200,0,,,,,,,,
2568,399,0,,,628,0.7762,37,0.7691,47,0.7686
2569,20,0,,,1240,0.7416,,,,
2570,20,0,,,,,,,,
2571,264,0,,,1106,0.7651,785,0.7552,1076,0.7539
2572,,0,,,1254,0.735,,,,
2573,134,0,,,1052,0.7586,603,0.7551,622,0.7534
2574,189,0,,,,,,,,
2575,119,0,,,662,0.7411,1264,0.741,1233,0.7388
2576,399,0,,,612,0.7503,1235,0.7501,312,0.7497
2577,399,0,,,1240,0.7354,,,,
2578,532,0,,,330,0.7483,315,0.7457,1123,0.744
2579,264,0,,,,,,,,
2580,119,0,,,1256,0.7564,1299,0.7413,1351,0.7364
2581,119,0,,,637,0.763,1071,0.7626,1281,0.7617
2582,,0,,,527,0.765,316,0.755,1298,0.7535
2583,190,0,,,,,,,,
2584,,0,,,,,,,,
2585,772,0,,,545,0.7884,148,0.7764,59,0.7711
2586,,0,,,35,0.74,,,,
2587,,0,,,925,0.7563,527,0.7543,316,0.7495
2588,399,0,,,696,0.7829,345,0.7816,434,0.7816
2589,,0,,,316,0.7494,527,0.7489,1298,0.745
2590,399,0,,,1224,0.7443,1022,0.7438,1316,0.7355
2591,416,0,,,623,0.764,788,0.7614,391,0.7606
2592,287,0,,,1320,0.7355,1248,0.7343,920,0.7337
2593,20,0,,,613,0.7832,281,0.7796,40,0.7733
2594,264,0,,,1310,0.7508,1282,0.7446,30,0.7429
2595,20,0,,,590,0.7316,,,,
2596,59,0,,,1310,0.7356,626,0.7347,707,0.7327
2597,119,0,,,527,0.7486,316,0.7435,925,0.7421
2598,264,0,,,377,0.8155,276,0.8119,1241,0.8094
2599,125,0,,,787,0.7572,317,0.756,1106,0.7515
2600,20,0,,,1077,0.7374,,,,
2601,20,0,,,1256,0.7409,1299,0.7379,1323,0.7337
2602,20,0,,,1256,0.7324,,,,
2603,125,0,,,,,,,,
2604,119,0,,,1092,0.7738,1119,0.7728,23,0.7689
2605,416,0,,,,,,,,
2606,119,0,,,567,0.7549,62,0.7491,667,0.749
2607,119,0,,,1224,0.7476,1339,0.7429,116,0.7417
2608,20,0,,,583,0.769,64,0.7616,546,0.7581
2609,,0,,,,,,,,
2610,,0,,,508,0.8017,182,0.7999,439,0.7997
2611,77,0,,,1251,0.7361,798,0.7331,,
2612,476,0,,,,,,,,
2613,,0,,,439,0.7999,1187,0.7839,305,0.7786
2614,416,0,,,312,0.7552,1235,0.754,492,0.7535
2615,264,0,,,1084,0.7621,597,0.7552,524,0.7519
2616,399,0,,,610,0.7917,560,0.7915,272,0.787
2617,,0,,,1056,0.7562,1086,0.7526,923,0.7513
2618,119,0,,,1234,0.7585,1331,0.7567,1286,0.755
2619,264,0,,,14,0.7806,491,0.7789,97,0.7766
2620,,0,,,1224,0.7388,1022,0.7374,,
2621,125,0,,,,,,,,
2622,20,0,,,1331,0.7332,837,0.733,,
2623,399,0,,,245,0.7565,1050,0.7538,86,0.7531
2624,,0,,,61,0.7541,1315,0.7537,1104,0.7465
2625,,0,,,51,0.7717,494,0.7607,333,0.7595
2626,284,0,,,,,,,,
2627,119,0,,,201,0.7532,619,0.7531,776,0.7526
2628,285,0,,,,,,,,
2629,17,0,,,,,,,,
2630,415,0,,,81,0.76,583,0.7572,82,0.7561
2631,190,0,,,,,,,,
2632,,0,,,,,,,,
2633,284,0,,,531,0.7779,38,0.7659,42,0.7655
2634,200,0,,,250,0.7381,1232,0.732,1320,0.7306
2635,200,0,,,95,0.7438,155,0.7433,183,0.742
2636,399,0,,,239,0.8185,342,0.8114,440,0.8011
2637,20,0,,,,,,,,
2638,399,0,,,75,0.7739,340,0.772,347,0.768
2639,416,0,,,,,,,,
2640,416,0,,,84,0.8062,698,0.8007,549,0.798
2641,476,0,,,128,0.7806,108,0.7752,148,0.7741
2642,20,0,,,433,0.7677,605,0.7614,1284,0.7591
2643,200,0,,,93,0.7783,42,0.7774,797,0.7763
2644,79,0,,,667,0.7651,1116,0.7593,917,0.7563
2645,189,0,,,1240,0.7336,,,,
2646,476,0,,,1118,0.765,1092,0.7639,1119,0.7619
2647,416,0,,,,,,,,
2648,,0,,,91,0.7608,1069,0.7554,471,0.7539
2649,362,0,,,1107,0.7752,583,0.7742,64,0.7718
2650,,0,,,755,0.8112,570,0.8073,571,0.8068
2651,189,0,,,1054,0.7446,1064,0.7356,415,0.7349
2652,,0,,,1339,0.7389,1268,0.7376,116,0.7365
2653,125,0,,,391,0.7843,484,0.7666,410,0.7648
2654,399,0,,,1069,0.7534,1045,0.7521,474,0.7488
2655,200,0,,,,,,,,
2656,,0,,,1223,0.7325,1326,0.7311,1389,0.7311
2657,119,0,,,,,,,,
2658,404,0,,,,,,,,
2659,,0,,,122,0.7835,96,0.7765,234,0.7645
2660,264,0,,,,,,,,
2661,416,0,,,531,0.7676,93,0.7652,37,0.7613
2662,732,0,,,35,0.7396,1385,0.7343,1267,0.7334
2663,415,0,,,155,0.7475,391,0.7452,216,0.7432
2664,,0,,,,,,,,
2665,416,0,,,,,,,,
2666,189,0,,,,,,,,
2667,399,0,,,,,,,,
2668,264,0,,,528,0.7891,541,0.7877,607,0.7877
2669,125,0,,,72,0.7474,749,0.7444,1041,0.7443
2670,772,0,,,657,0.7763,550,0.768,56,0.7654
2671,119,0,,,,,,,,
2672,704,0,,,595,0.7672,1101,0.7647,581,0.7632
2673,,0,,,8,0.763,391,0.7626,314,0.761
2674,287,0,,,,,,,,
2675,20,0,,,1176,0.7417,138,0.7352,110,0.7349
2676,,0,,,596,0.7783,832,0.7774,56,0.7746
2677,399,0,,,,,,,,
2678,125,0,,,,,,,,
2679,254,0,,,1299,0.7328,,,,
2680,119,0,,,1299,0.7358,,,,
2681,20,0,,,,,,,,
2682,416,0,,,108,0.7737,669,0.7601,638,0.7582
2683,264,0,,,1331,0.7439,1301,0.7377,837,0.7371
2684,119,0,,,,,,,,
2685,416,0,,,,,,,,
2686,416,0,,,89,0.7536,1246,0.7501,35,0.7482
2687,20,0,,,,,,,,
2688,119,0,,,1240,0.7403,,,,
2689,20,0,,,,,,,,
2690,20,0,,,,,,,,
2691,,0,,,607,0.79,528,0.7872,541,0.7787
2692,119,0,,,1116,0.7435,667,0.7423,567,0.7409
2693,264,0,,,242,0.7341,1331,0.7314,527,0.7311
2694,416,0,,,1085,0.7518,765,0.7517,1094,0.75
2695,532,0,,,,,,,,
2696,20,0,,,,,,,,
2697,20,0,,,148,0.7851,564,0.7827,286,0.7688
2698,119,0,,,,,,,,
2699,,0,,,1326,0.741,1223,0.7404,22,0.7367
2700,399,0,,,,,,,,
2701,125,0,,,,,,,,
2702,125,0,,,34,0.7629,612,0.7563,1235,0.756
2703,119,0,,,,,,,,
2704,17,0,,,33,0.7508,30,0.7504,29,0.7502
2705,704,0,,,340,0.8262,347,0.8077,75,0.8072
2706,119,0,,,,,,,,
2707,,0,,,1240,0.746,,,,
2708,787,0,,,1065,0.7403,776,0.7394,298,0.739
2709,264,0,,,1090,0.7596,772,0.7558,785,0.7517
2710,119,0,,,51,0.7766,333,0.768,793,0.7664
2711,399,0,,,1312,0.7434,605,0.7367,1064,0.7362
2712,476,0,,,312,0.7465,1342,0.7439,244,0.7431
2713,416,0,,,,,,,,
2714,20,0,,,807,0.736,575,0.7328,1234,0.7317
2715,416,0,,,,,,,,
2716,772,0,,,,,,,,
2717,476,0,,,,,,,,
